132_1-1	I remember Glasgow hosting COP26 last year, but unfortunately I was out of the loop. What was the conference about?
132_1-3	Interesting. What are the effects of these climate changes?
132_1-5	That’s rather vague. Can you be more specific about the effects of climate change?
132_1-7	Woah. The effects of climate change are not all bad, right?
132_2-1	That’s interesting. Tell me more about how climate change affects developing countries.
132_2-5	How are developed countries helping developing countries adapt to climate change?
132_2-7	Are developed countries meeting their pledges to provide climate financial support to developing countries in the Paris Agreement?
132_2-9	That’s not too relevant to my question. By the way, is the Paris Agreement related to COP26 in Glasgow?
132_2-11	So what happens at each Conference of Parties?
132_2-13	How are the Kyoto Protocol and Paris Agreement different?
132_3-3	How did other parties to the Paris Agreement feel about Trump’s intention of withdrawing the US from it?
133_1-1	I’d like to appreciate my mum by making her a beauty pamper pack. What do you put in one?
133_1-3	Can I make the beauty products at home?
133_1-7	How much would making my own deodorant cost?
133_2-1	Can you tell me how to make a body scrub at home?
133_2-3	Cool. Can you tell me how to make a moisturizer at home?
133_3-2	My mum loves a good, scented lotion. Let’s make that
133_3-4	I need more information about purchasing an unscented lotion base
133_3-6	What types of essential oils should I consider when making my own scented lotion?
133_3-8	Okay, so how do I mix the unscented lotion and the essential oils?
134_1-3	Cool. Which smartphone would you recommend for me?
134_1-5	Tell me more about the Motorola Moto G7 Power.
134_1-7	How much cheaper is the Samsung Galaxy A10e than the Motorola Moto G7 Power?
134_1-9	Wow, that's almost half the cost of a Samsung Galaxy A10e. Can you compare the Samsung Galaxy A10e with the Motorola Moto G7 Power?
134_1-11	Interesting. What makes the Motorola G7 such a good award-winning phone?
134_1-13	Why is the Samsung Galaxy A50 better than the Moto G7?
134_2-1	I've heard iPhones look and feel great. Should I get an iPhone?
134_2-3	Which iPhone should I get?
134_3-1	Besides iPhones and Android phones, what other types of phones are out there?
134_3-3	Why not?  Aren’t other mobile platforms as good as Android or iOS?
134_4-2	I would like to run most aspects of my day-to-day life with my new phone.
134_4-4	Your answer is for a watch. What type of phone should I get to run my day-to-day life?
135_1-1	How do I get back into running after a year-long break due to work commitments?
135_1-3	Cool. What exercises can I mix with running?
135_1-5	What strength exercises do you recommend to mix with running?
135_1-7	Awesome. Can I do these strength routines and run on the same day?
135_2-1	Cool. Do you have any tips to lose weight by running?
135_2-3	How often should I run to lose weight?
135_2-5	What if I run on an empty stomach to lose weight?
135_2-7	So what's a better alternative to running on an empty stomach?
135_2-9	Hmm. Why isn’t running on an empty stomach a good idea for leisure athletes?
135_2-11	So is it best to avoid running on an empty stomach as a leisure athlete?
135_3-1	Okay. Are there better calorie-burning exercises to try asides from running?
135_3-3	I don’t have an indoor bike and neither am I great at skiing. What good alternative to running is there asides from indoor cycling and cross-country skiing?
135_3-5	I suppose I could do jumping rope or kickboxing, but I like the outdoors and would like to work out there.
135_4-1	I live in a flat on the third floor. How do I do jump rope at home?
136_1-1	What was the basis of the Watergate scandal?
